*GTP	19247477	t
*GTP	19460155	t
*GTP	24076238	t
-ALA	11742272	t
-ALA	1373149	t
-ALA	16683082	t
-ALA	18209074	t
-ALA	19053149	t
-ALA	19605356	t
-ALA	22262657	t
-ALA	22859885	t
-ALA	23251700	t
-Acm	3891702	t
-Ala	10347149	t
-Ala	10375473	t
-Ala	10623625	t
-Ala	10679624	t
-Ala	10995210	t
-Ala	11016884	t
-Ala	11056183	t
-Ala	11245204	t
-Ala	11473352	t
-Ala	115874	t
-Ala	11641908	t
-Ala	1183433	t
-Ala	11916139	t
-Ala	11986784	t
-Ala	12196021	t
-Ala	12437107	t
-Ala	12710715	t
-Ala	1349191	t
-Ala	14705005	t
-Ala	14754895	t
-Ala	15612047	t
-Ala	1567226	t
-Ala	1590775	t
-Ala	15927073	t
-Ala	1594580	t
-Ala	16156900	t
-Ala	16327289	t
-Ala	16332262	t
-Ala	1663630	t
-Ala	17085545	t
-Ala	17204483	t
-Ala	17210947	t
-Ala	17213185	t
-Ala	1729405	t
-Ala	17378599	t
-Ala	17824620	t
-Ala	17918837	t
-Ala	18051597	t
-Ala	18598026	t
-Ala	18619888	t
-Ala	18788796	t
-Ala	18845442	t
-Ala	1889849	t
-Ala	18952984	t
-Ala	19017970	t
-Ala	19106233	t
-Ala	19145216	t
-Ala	19240715	t
-Ala	1936237	t
-Ala	19380825	t
-Ala	1938129	t
-Ala	19393346	t
-Ala	19394830	t
-Ala	19401154	t
-Ala	19582551	t
-Ala	1965218	t
-Ala	1968961	t
-Ala	1973455	t
-Ala	19818727	t
-Ala	20061159	t
-Ala	20099912	t
-Ala	20180595	t
-Ala	20362389	t
-Ala	20449511	t
-Ala	20532195	t
-Ala	20552695	t
-Ala	20558294	t
-Ala	20614016	t
-Ala	20638756	t
-Ala	2067973	t
-Ala	20728366	t
-Ala	20855293	t
-Ala	20967559	t
-Ala	21042321	t
-Ala	21142608	t
-Ala	21297983	t
-Ala	21366342	t
-Ala	21387029	t
-Ala	21417387	t
-Ala	21458920	t
-Ala	21741848	t
-Ala	21742976	t
-Ala	21785141	t
-Ala	21927600	t
-Ala	21966027	t
-Ala	22388627	t
-Ala	22729838	t
-Ala	2284199	t
-Ala	22898766	t
-Ala	22949828	t
-Ala	2302179	t
-Ala	23201642	t
-Ala	23209542	t
-Ala	23237799	t
-Ala	23326369	t
-Ala	23353830	t
-Ala	23379615	t
-Ala	2338146	t
-Ala	23667420	t
-Ala	23747811	t
-Ala	23752357	t
-Ala	23799360	t
-Ala	2386784	t
-Ala	23893342	t
-Ala	24232457	t
-Ala	24416446	t
-Ala	24427113	t
-Ala	24493936	t
-Ala	24657307	t
-Ala	24790092	t
-Ala	25149274	t
-Ala	25153765	t
-Ala	25360589	t
-Ala	25382610	t
-Ala	25445668	t
-Ala	25478311	t
-Ala	2558804	t
-Ala	25666548	t
-Ala	25870856	t
-Ala	25945506	t
-Ala	25959257	t
-Ala	26039265	t
-Ala	26238343	t
-Ala	2659080	t
-Ala	26610457	t
-Ala	26645974	t
-Ala	2668084	t
-Ala	2681686	t
-Ala	26896806	t
-Ala	2692558	t
-Ala	27029611	t
-Ala	2713357	t
-Ala	27348535	t
-Ala	27671676	t
-Ala	2775757	t
-Ala	2866794	t
-Ala	2878974	t
-Ala	2886123	t
-Ala	2920029	t
